Account,Source Account,Text,Time,Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
CNN,-,"The White House is holding a press briefing. Watch CNN: https://t.co/AXQKbzoDhs 

Watch on Facebook:… https://t.co/MPGrQrRcNC",2018-06-04 13:45:26-05:00,0.0,0.0,0.0,1.0,83
CNN,-,A US government fund that helps coal miners sickened with black lung disease is beset by billions of dollars in deb… https://t.co/n3Q22VpNii,2018-06-04 13:40:06-05:00,-0.2263,0.104,0.139,0.757,84
CNN,-,The US government is warning insurance companies to be on the lookout for suspicious prescriptions of a drug being… https://t.co/XvHBI3C8Zr,2018-06-04 13:30:11-05:00,-0.5994,0.0,0.224,0.776,85
CNN,-,Parkland students are planning to tour the nation to register voters and demand change on gun control legislation… https://t.co/OFCP5IYWEt,2018-06-04 13:20:06-05:00,-0.4404,0.0,0.187,0.813,86
CNN,-,Facebook is facing renewed regulatory scrutiny around the world in the wake of new allegations over how it handles… https://t.co/aAzuY6M9OS,2018-06-04 13:10:06-05:00,0.0,0.0,0.0,1.0,87
CNN,-,"""If I were President of the United States and I had a lawyer that told me I could pardon myself, I think I would hi… https://t.co/FAnlyDbRB9",2018-06-04 13:00:35-05:00,0.6249,0.221,0.0,0.779,88
CNN,-,"With just over a week to go until the Trump-Kim summit in Singapore, @willripleyCNN explains why this small city-st… https://t.co/5K9aFNgelq",2018-06-04 13:00:01-05:00,0.0,0.0,0.0,1.0,89
CNN,-,Here's why Guatemala's volcanic eruption is so much deadlier than Hawaii's https://t.co/mzY1Cd82Ci https://t.co/M2utyYTRel,2018-06-04 12:50:05-05:00,0.0,0.0,0.0,1.0,90
CNN,-,How Uber moved into New York City and defeated the formidable yellow cab industry https://t.co/3qOAxwMlAf https://t.co/9EmOxq0uwQ,2018-06-04 12:45:00-05:00,-0.4767,0.0,0.171,0.829,91
CNN,-,Democrats still have a Bill Clinton problem | Analysis by @zbyronwolf https://t.co/5ePVTWx4Z9 https://t.co/sTf99f6NUh,2018-06-04 12:40:05-05:00,-0.4019,0.0,0.213,0.787,92
CNN,-,Former President George H.W. Bush has been discharged from a Maine hospital after being admitted due to low blood p… https://t.co/a34kghR3g6,2018-06-04 12:30:07-05:00,-0.1779,0.065,0.098,0.837,93
CNN,-,"Here's a reason to visit Sydney during the winter: ""Vivid Sydney,"" a spectacular 90-installation light show, music… https://t.co/5INtoFdP25",2018-06-04 12:21:00-05:00,0.0,0.0,0.0,1.0,94
CNN,-,"Jesse Duplantis says he's not asking followers to buy him a $54 million private jet. He just wants them to ""believe… https://t.co/yWwx2Uun8O",2018-06-04 12:13:06-05:00,0.0,0.0,0.0,1.0,95
CNN,-,"""That's not what the American people, I think, would be able to stand for."" Former US attorney Preet Bharara says i… https://t.co/B8xwZlw8UM",2018-06-04 12:06:25-05:00,0.0,0.0,0.0,1.0,96
CNN,-,The White House just got caught in a lie about the infamous Trump Tower meeting | Analysis by @CillizzaCNN… https://t.co/t4VILlRcS2,2018-06-04 11:58:47-05:00,0.0,0.0,0.0,1.0,97
CNN,-,An aide for EPA Administrator Scott Pruitt inquired about purchasing a used mattress for him from the Trump Interna… https://t.co/dqxE5xuZKE,2018-06-04 11:41:00-05:00,0.0,0.0,0.0,1.0,98
CNN,-,"Janet Jackson called police Saturday over concern for her 1-year-old son, who was found by authorities with his fat… https://t.co/hfxEFsG1iT",2018-06-04 11:33:38-05:00,0.0,0.0,0.0,1.0,99
CNN,-,Apple CEO Tim Cook will soon take the stage at the company's annual World Wide Developers Conference to preview new… https://t.co/MJvYoAFp78,2018-06-04 11:20:04-05:00,0.0,0.0,0.0,1.0,100
Fox News,-,".@mschlapp on President @realDonaldTrump's first 500 days in office: ""Promise made, promise kept on issue after iss… https://t.co/q0lGXJajvp",2018-06-04 21:29:29-05:00,0.5574,0.223,0.0,0.777,1
Fox News,-,.@marklevinshow on Trump 'Indictment' Talk: 'Perhaps Mr. Mueller Is the Tyrant' https://t.co/GyeGQRE7yh,2018-06-04 21:26:05-05:00,0.0,0.0,0.0,1.0,2
Fox News,-,".@DouglasESchoen: ""The Democratic Party is in a civil war between the moderates...and the surging progressives who… https://t.co/tdvQThtIIT",2018-06-04 21:22:11-05:00,-0.296,0.131,0.189,0.68,3
Fox News,-,".@BillClinton accuser Kathleen Willey on his NBC interview: ""I could not believe the words that were coming out of… https://t.co/vVNfHGZAmm",2018-06-04 21:16:46-05:00,0.0,0.0,0.0,1.0,4
Fox News,-,".@IngrahamAngle: ""Like [@BillClinton], the Democrats refused to learn the lessons of the past."" https://t.co/8C49Ecx5rT",2018-06-04 21:11:26-05:00,0.0772,0.15,0.132,0.719,5
Fox News,-,.@POTUS announced Monday the Philadelphia @Eagles will not visit the @WhiteHouse this week to celebrate the team's… https://t.co/GOIcQKWe57,2018-06-04 21:07:36-05:00,0.5719,0.179,0.0,0.821,6
Fox News,-,".@FLOTUS tweeted that she and @POTUS were ""honored to pay tribute to our fallen heroes"" during an event honoring Go… https://t.co/Df0hQbQS9I",2018-06-04 21:04:22-05:00,0.8176,0.343,0.129,0.528,7
Fox News,-,".@JoeConchaTV: ""For the the first time in 20 years, @BillClinton was actually asked a tough question...Bill Clinton… https://t.co/S7J3lkbwOr",2018-06-04 21:00:19-05:00,-0.128,0.0,0.086,0.914,8
Fox News,-,".@HARRISFAULKNER: ""I learned those gifts from the military about how to build a squad to be successful."" #Hannity https://t.co/YzSH8jI4iU",2018-06-04 20:55:27-05:00,0.0,0.0,0.0,1.0,9
Fox News,-,#Hannity on 500 Days of Trump: 'Undeniable That the World is Seeing Massive Progress' https://t.co/TjNm5KV5cd,2018-06-04 20:52:24-05:00,0.4215,0.167,0.0,0.833,10
Fox News,-,"Mueller says Manafort tried to tamper with witnesses, hide evidence https://t.co/owsvqT3OpA",2018-06-04 20:50:17-05:00,-0.1779,0.0,0.145,0.855,11
Fox News,-,".@marklevinshow: ""Perhaps Mr. Mueller is the tyrant, not the president of the United States."" #Hannity https://t.co/xBShThyDZx",2018-06-04 20:47:37-05:00,0.4215,0.157,0.0,0.843,12
Fox News,-,".@PressSec: ""We have the best economy since World War II."" #Hannity https://t.co/o37qPPuLQr",2018-06-04 20:43:28-05:00,0.0772,0.232,0.215,0.552,13
Fox News,-,#Trump tackles the @NFL and national anthem: A timeline https://t.co/GZijvLntTM,2018-06-04 20:41:42-05:00,0.0,0.0,0.0,1.0,14
Fox News,-,".@PressSec on North Korea: ""The @POTUS has conceded nothing."" #Hannity https://t.co/oSZZrjHd6P",2018-06-04 20:39:20-05:00,0.0,0.0,0.0,1.0,15
Fox News,-,"Rep. @SteveScalise: ""If there's a bad apple over there, I surely want to uncover them, but the @FBI should want to… https://t.co/QZra3l68RZ",2018-06-04 20:36:19-05:00,0.0772,0.2,0.099,0.702,16
Fox News,-,"TOMORROW: Colorado baker Jack Phillips, who refused to make a wedding cake for a same-sex couple, reacts after the… https://t.co/WASPbUgbrw",2018-06-04 20:34:00-05:00,-0.296,0.0,0.115,0.885,17
Fox News,-,".@GreggJarrett: ""[President @realDonaldTrump] can stop [a DOJ investigation], initiate one— he can do anything he w… https://t.co/1P2ShA0OP9",2018-06-04 20:32:16-05:00,-0.296,0.0,0.121,0.879,18
Fox News,-,".@FLOTUS Melania Trump appears at @WhiteHouse after kidney procedure, despite reports she's 'missing in action'… https://t.co/a6IDNxKdqk",2018-06-04 20:28:48-05:00,0.2235,0.112,0.0,0.888,19
Fox News,-,".@seanhannity on President @realDonaldTrump's first 500 days: ""It is now undeniable that the entire world is seeing… https://t.co/hw0nlSdDep",2018-06-04 20:26:40-05:00,0.0,0.0,0.0,1.0,20
Fox News,-,".@seanhannity: ""For years, both Bill and Hillary #Clinton, they've acted above the law."" #Hannity https://t.co/o7s2y11tJH",2018-06-04 20:20:24-05:00,0.0,0.0,0.0,1.0,21
Fox News,-,Queen Elizabeth gives Harry and Meghan country home as wedding gift https://t.co/DkpleQpK4Y,2018-06-04 20:13:38-05:00,0.4404,0.209,0.0,0.791,22
Fox News,-,".@seanhannity: ""President @realDonaldTrump and his legal team— they do have the power to literally order… https://t.co/3E1CNZVeYd",2018-06-04 20:10:34-05:00,0.128,0.091,0.0,0.909,23
Fox News,-,"Tucker: 'As Long as You Are Useful to the Left, Nothing You Do Will Be Held Against You' https://t.co/zi7N9etVEQ",2018-06-04 20:10:00-05:00,0.4404,0.139,0.0,0.861,24
Fox News,-,"On @foxandfriends, Counselor to the President @KellyannePolls touted the successes of President @realDonaldTrump​'s… https://t.co/D6TMijvG3s",2018-06-04 20:05:00-05:00,0.5267,0.214,0.071,0.714,25
Fox News,-,"Lava destroys 117 homes, everything in its path as it creeps toward ocean. https://t.co/xG8XzlAjbq",2018-06-04 19:59:00-05:00,-0.5574,0.0,0.217,0.783,26
Fox News,-,TUNE IN: @PressSec Sarah Sanders and @MarkLevinShow join @SeanHannity at 9p ET. https://t.co/M6Imq89fhM https://t.co/tqOqRQNfEd,2018-06-04 19:55:00-05:00,0.296,0.145,0.0,0.855,27
Fox News,-,Rose McGowan to Bill Clinton: Lewinsky's life 'destroyed due to your selfishness' https://t.co/x0cqfOFZMH,2018-06-04 19:52:54-05:00,-0.7096,0.0,0.349,0.651,28
Fox News,-,Patron shot by FBI agent at Colorado nightclub to receive free drinks 'forever' https://t.co/PNWzLyUkLM,2018-06-04 19:47:00-05:00,0.5106,0.202,0.0,0.798,29
Fox News,-,"George Papadopoulos' wife Simona Mangiante Papadopoulos: ""I trust and hope and ask to President Trump to pardon him… https://t.co/6u8I9HA3yX",2018-06-04 19:41:48-05:00,0.8176,0.347,0.0,0.653,30
Fox News,-,"George Papadopoulos' wife Simona Mangiante Papadopoulos on the Mueller probe: ""George never had any interactions wi… https://t.co/smekicgvJq",2018-06-04 19:36:59-05:00,0.0,0.0,0.0,1.0,31
Fox News,-,"OPINION: Supreme Court's same-sex wedding cake decision -- a significant victory for freedom.
https://t.co/8R4wiYquM0",2018-06-04 19:27:38-05:00,0.8625,0.49,0.0,0.51,32
Fox News,-,"President @realDonaldTrump touted the state of the economy in a tweet today, the 500th day of his presidency.… https://t.co/BqiDvctVuH",2018-06-04 19:23:04-05:00,-0.0516,0.0,0.066,0.934,33
Fox News,-,"UPDATE: Guatemala volcano eruption kills at least 65, forces thousands to evacuate. https://t.co/bikt71H3Fj",2018-06-04 19:14:00-05:00,-0.5423,0.0,0.226,0.774,34
Fox News,FOX Business,RT @FoxBusiness: The Dow Jones Industrial Average on @POTUS' 500th day in office: https://t.co/P5iBrDaMka https://t.co/D6UgTy1Iw1,2018-06-04 19:11:29-05:00,0.0,0.0,0.0,1.0,35
Fox News,-,".@TuckerCarlson: ""As long as you are useful to the left, nothing you do will be held against you."" #Tucker https://t.co/vRtyyjKzAR",2018-06-04 19:08:53-05:00,0.4404,0.132,0.0,0.868,36
Fox News,-,"""It's shameful to listen to the words that he is speaking today.""

Broward County Deputy Sheriff Jeff Bell reacts t… https://t.co/pGH6WXkRsc",2018-06-04 19:05:42-05:00,-0.4939,0.0,0.138,0.862,37
Fox News,-,".@VP Pence delivers remarks at a reception for ""Friends of the Organization of American States."" https://t.co/1fjbfK1E1e",2018-06-04 19:03:34-05:00,0.4767,0.181,0.0,0.819,38
Fox News,-,Parkland school resource officer breaks his silence on failing to stop massacre https://t.co/DZaWQKkAG7 https://t.co/zUeTdKHdl6,2018-06-04 19:00:34-05:00,-0.6705,0.0,0.314,0.686,39
Fox News,-,President @realDonaldTrump says Philadelphia @Eagles won't attend @WhiteHouse ceremony amid national anthem dispute https://t.co/QOOUCg68Gd,2018-06-04 18:57:21-05:00,-0.4019,0.0,0.172,0.828,40
Fox News,-,".@benshapiro on #Trump disinviting @Eagles to @WhiteHouse: ""The @POTUS has a habit of saying to people, 'well you c… https://t.co/0AV8BArw2C",2018-06-04 18:48:15-05:00,0.2732,0.104,0.0,0.896,41
Fox News,-,".@benshapiro: ""[President @realDonaldTrump is] the most conservative president in my lifetime through his first 500… https://t.co/ReDU9T7qw8",2018-06-04 18:44:52-05:00,0.0,0.0,0.0,1.0,42
Fox News,-,".@benshapiro: ""I would like these kids to stay with the parents, but the easiest way to do that is to change the la… https://t.co/npPzwy0DQh",2018-06-04 18:41:44-05:00,0.6652,0.199,0.0,0.801,43
Fox News,-,.@SenJeffMerkley denied entrance into detention facility for migrant children #TheStory https://t.co/dCGGUOnYSo https://t.co/dgn3YJCAbq,2018-06-04 18:36:51-05:00,-0.6597,0.0,0.351,0.649,44
Fox News,-,".@Judgenap: ""The @POTUS has much of which to be proud on his 500th day in office, but whether or not he should pard… https://t.co/cVLYSMXZZI",2018-06-04 18:30:58-05:00,0.2617,0.082,0.0,0.918,45
Fox News,-,"JUST IN: Dwight Clark, former San Francisco @49ers receiver known for 'The Catch,' dies at 61 after ALS battle https://t.co/Rf5vYbw1lC",2018-06-04 18:22:40-05:00,-0.3818,0.0,0.12,0.88,46
Fox News,-,JUST IN: President @realDonaldTrump disinvites Philadelphia @Eagles to the @WhiteHouse https://t.co/qNC5mUi9hf,2018-06-04 18:16:20-05:00,0.0,0.0,0.0,1.0,47
Fox News,-,"David Bossie: ""There's been no evidence whatsoever of any collusion."" #TheStory https://t.co/17NLRBzlD8",2018-06-04 18:11:32-05:00,-0.296,0.0,0.167,0.833,48
Fox News,-,"Lanny Davis: ""President #Clinton apologized to the American people publicly, he apologized to Ms. Lewinsky and her… https://t.co/qhEH55Pdix",2018-06-04 18:07:00-05:00,0.5574,0.223,0.0,0.777,49
Fox News,-,".@guypbenson on the #SCOTUS ruling: ""I would say [it's] a significant, but relatively narrow and constrained victor… https://t.co/WMln86VqBG",2018-06-04 17:57:03-05:00,-0.0516,0.078,0.089,0.833,50
Fox News,-,".@theabstoddard on the Mueller probe: ""[@POTUS] is presenting himself as above this investigation."" #TheStory https://t.co/UyhRaYRKhF",2018-06-04 17:52:01-05:00,0.0,0.0,0.0,1.0,51
Fox News,-,Chicago car wash employee allegedly steals woman's vehicle first day on the job. https://t.co/IMwFmc2Xej,2018-06-04 17:41:11-05:00,-0.5106,0.0,0.202,0.798,52
Fox News,-,"JUST IN: Arizona killer identified, may have murdered up to 6 people, police say.  https://t.co/GchZZxNV2Y",2018-06-04 17:33:12-05:00,-0.8658,0.0,0.42,0.58,53
Fox News,-,Beloved Oregon firefighter killed after striking a bear on a highway. https://t.co/k9oz2J0ZyZ,2018-06-04 17:26:04-05:00,-0.296,0.209,0.285,0.506,54
Fox News,-,Former President @GeorgeHWBush has been discharged from the hospital. #SpecialReport https://t.co/SRPyFWWy8c https://t.co/NAfyEWic8b,2018-06-04 17:19:31-05:00,0.0,0.0,0.0,1.0,55
Fox News,-,"Bay Area exodus? Nearly 50 percent of Californians say they want to move out soon, poll finds. https://t.co/Gi57righ1c",2018-06-04 17:12:57-05:00,0.0772,0.071,0.0,0.929,56
Fox News,-,"Lawyer linked to Trump campaign who pleaded guilty in Russia probe released from prison, turned over to ICE. https://t.co/k1rMNk14BT",2018-06-04 17:08:35-05:00,-0.7269,0.0,0.264,0.736,57
Fox News,-,"TOMORROW: Colorado baker Jack Phillips, who refused to make a wedding cake for a same-sex couple, reacts after the… https://t.co/qmA79qnMrB",2018-06-04 17:03:00-05:00,-0.296,0.0,0.115,0.885,58
Fox News,-,.@kimguilfoyle: “This is strictly a religious freedom case in terms of applying it specifically to the facts of thi… https://t.co/b7HbVFei48,2018-06-04 16:55:53-05:00,0.6369,0.189,0.0,0.811,59
Fox News,-,.@JesseBWatters on @FLOTUS: “I’m sure she wants to come back on her own terms at her own time.” #TheFive https://t.co/q1orSgNkic,2018-06-04 16:40:00-05:00,0.3182,0.108,0.0,0.892,60
Fox News,-,'What Happens in this Book Could Happen': Author James Patterson on Presidential Thriller Written With Bill Clinton… https://t.co/ZU57r1YmS2,2018-06-04 16:38:59-05:00,0.1027,0.076,0.0,0.924,61
Fox News,-,".@TheJuanWilliams on @POTUS: “He’s not popular with the general populous, but he’s very popular with Republicans an… https://t.co/LcsShhypXN",2018-06-04 16:35:00-05:00,-0.5667,0.0,0.226,0.774,62
Fox News,-,Charlie Craig and David Mullins released a statement after the Supreme Court ruled in favor of the Colorado baker w… https://t.co/rls9IIo1qF,2018-06-04 16:33:17-05:00,0.743,0.259,0.0,0.741,63
Fox News,-,"After handling back-to-back incidents, Captain Chris Blazek of the @ChattFireDept went the extra mile by calming a… https://t.co/ADMuYkroTa",2018-06-04 16:29:05-05:00,0.4019,0.137,0.0,0.863,64
Fox News,-,"Ron Heck, soybean farmer: ""One out of three rows of soybeans goes to China every year, so it's always a little nerv… https://t.co/kXs4iBSlTN",2018-06-04 16:19:47-05:00,0.0,0.0,0.0,1.0,65
Fox News,-,".@RepMattGaetz on possibility of @POTUS pardoning himself: ""We can never say 'never' because we don't know what unf… https://t.co/iTOdCoOAfN",2018-06-04 16:10:49-05:00,0.4019,0.13,0.0,0.87,66
Fox News,-,"Jeremy Tedesco, baker's attorney: ""Jack has every intention of getting back into doing the art that he loves the mo… https://t.co/HIGhDpmnid",2018-06-04 16:05:33-05:00,0.5719,0.156,0.0,0.844,67
Fox News,-,"Jeremy Tedesco, baker's attorney: ""Make no mistake, this is an important ruling that reaffirms that principle that… https://t.co/6J3B7wCA6u",2018-06-04 15:59:23-05:00,-0.4215,0.084,0.215,0.701,68
Fox News,-,"Jeremy Tedesco, baker's attorney: ""Jack Phillips won and he won in a way that reaffirmed the idea that government h… https://t.co/KbnKNMSgPg",2018-06-04 15:49:54-05:00,0.8126,0.291,0.0,0.709,69
Fox News,-,"TONIGHT, 9p ET: It's a Powerful 'Hannity' With Guests @marklevinshow &amp; @PressSec Sarah Sanders https://t.co/eG2K9dVAkc",2018-06-04 15:45:00-05:00,0.4215,0.177,0.0,0.823,70
Fox News,FOX Business,RT @FoxBusiness: #BreakingNews: @Starbucks Executive Chairman Howard Schultz is stepping down. https://t.co/GIutrPP2gT,2018-06-04 15:40:34-05:00,0.0,0.0,0.0,1.0,71
Fox News,-,'This Could Be a Race': @ChrisStirewalt on Whether NJ Dem @SenatorMenendez Is More Vulnerable Than Expected… https://t.co/1Hg80HVdiw,2018-06-04 15:34:44-05:00,-0.2944,0.0,0.128,0.872,72
Fox News,-,UK teen in all-female Islamic State cell convicted of plotting museum attack. https://t.co/NiODCjrFws,2018-06-04 15:22:23-05:00,-0.4767,0.0,0.205,0.795,73
Fox News,-,".@KellyannePolls: “The last president was given the Nobel Peace Prize, this president may actually earn it.”… https://t.co/fYiMiOQArD",2018-06-04 15:09:51-05:00,0.7783,0.312,0.0,0.688,74
Fox News,-,"4 climbers, including 2 Boy Scouts, found alive after going missing while hiking Mount Baker in Washington. https://t.co/qDv2aju13P",2018-06-04 14:58:12-05:00,0.1027,0.138,0.117,0.745,75
Fox News,-,"Guatemala police officer captures the moment the 'Volcano of Fire' erupts, engulfing streets in ash. https://t.co/ibJ8O3CLoJ",2018-06-04 14:50:45-05:00,-0.34,0.0,0.138,0.862,76
Fox News,-,"Several people shot at a Texas football game, police say. https://t.co/5n2Lh64UUl",2018-06-04 14:44:21-05:00,0.0,0.0,0.0,1.0,77
Fox News,-,A fawn gets a new lease on life thanks to three men who pulled it out of a sewer in New York. https://t.co/ktCJBsmEtA,2018-06-04 14:37:18-05:00,0.4404,0.132,0.0,0.868,78
Fox News,-,Ex-Navy sailor pardoned by @POTUS says he's suing @Comey and @BarackObama. https://t.co/ESWGLNciyu,2018-06-04 14:29:28-05:00,-0.0516,0.136,0.15,0.714,79
Fox News,-,"UPDATE: Guatemala volcano eruption kills at least 62, forces thousands to evacuate. https://t.co/cP8hTuDvwH",2018-06-04 14:20:10-05:00,-0.5423,0.0,0.226,0.774,80
Fox News,-,"Arizona suspect linked to 4 recent shooting deaths found dead in hotel room, police say. https://t.co/sSyvhtQl08",2018-06-04 14:15:08-05:00,-0.7579,0.0,0.333,0.667,81
Fox News,-,".@PressSec on tariffs: ""The president feels very confident in his decision and will continue to make sure that the… https://t.co/oZ4c3t4sdu",2018-06-04 14:09:52-05:00,0.6997,0.243,0.0,0.757,82
Fox News,-,".@PressSec on pardons: ""The president looks at each case individually to see if something wrong has been done, or w… https://t.co/4kgw5voFYX",2018-06-04 14:05:26-05:00,-0.2263,0.091,0.128,0.782,83
Fox News,-,".@PressSec: ""The president feels strongly that the steel and aluminum industries are critical to our national secur… https://t.co/CUOP15qhMA",2018-06-04 13:58:43-05:00,-0.0516,0.103,0.113,0.784,84
Fox News,-,"@PressSec on diplomatic talks with North Korea: ""They've been positive and we're looking forward to the meeting in… https://t.co/RtdqdMuIu4",2018-06-04 13:53:12-05:00,0.5574,0.167,0.0,0.833,85
Fox News,-,".@PressSec: ""Thankfully the president hasn't done anything wrong and wouldn't have any need for a pardon.""… https://t.co/ocKZV4Gcaz",2018-06-04 13:48:10-05:00,0.6546,0.277,0.0,0.723,86
Fox News,-,.@PressSec Sarah Sanders holds a @WhiteHouse press briefing  https://t.co/hsasGriizq,2018-06-04 13:42:29-05:00,0.0,0.0,0.0,1.0,87
Fox News,-,"Boy, 11, fights off man who attempted to steal father's car in Connecticut, police say. https://t.co/exkUHaXtME",2018-06-04 13:40:55-05:00,-0.7096,0.0,0.296,0.704,88
Fox News,-,OPINION: Supreme Court's same-sex wedding cake decision -- a significant victory for freedom https://t.co/JfsmJ3sXIf,2018-06-04 13:35:30-05:00,0.8625,0.49,0.0,0.51,89
Fox News,-,"Wedding crasher steals gift envelopes intended for bride and groom, disappears https://t.co/RCDuOZsPwS",2018-06-04 13:25:31-05:00,-0.4215,0.165,0.324,0.511,90
Fox News,-,"VIDEO: Guatemala police officer captures moment 'Volcano of Fire' erupts, engulfing streets in ash https://t.co/TZB5LdRiNs",2018-06-04 13:17:04-05:00,-0.34,0.0,0.146,0.854,91
Fox News,-,States holding primaries Tuesday @dailybriefing https://t.co/UOKZthlCbB,2018-06-04 13:15:24-05:00,0.0,0.0,0.0,1.0,92
Fox News,-,Awaiting: @WhiteHouse press briefing https://t.co/CUJkBRNYaB,2018-06-04 13:02:57-05:00,0.0,0.0,0.0,1.0,93
Fox News,-,TONIGHT: @PressSec Sarah Sanders and @MarkLevinShow join @SeanHannity at 9p ET. Tune in! https://t.co/M6Imq8qQGm https://t.co/Svn4SxQYGE,2018-06-04 12:59:00-05:00,0.3595,0.151,0.0,0.849,94
Fox News,-,Saudi Arabia issues first driving licenses to 10 women https://t.co/boyLJt5tXO (via @christocarbone),2018-06-04 12:55:00-05:00,0.0,0.0,0.0,1.0,95
Fox News,-,An asteroid turned into a blazing fireball over Africa last weekend https://t.co/SI8vFB3h4U,2018-06-04 12:40:36-05:00,0.0,0.0,0.0,1.0,96
Fox News,-,George H.W. Bush discharged from hospital https://t.co/NuY9OaQTZW,2018-06-04 12:25:19-05:00,0.0,0.0,0.0,1.0,97
Fox News,-,"Rep. @davidcicilline: “The American people are entitled to know the truth, let the investigation continue. Mr. Muel… https://t.co/oQprGX7bC0",2018-06-04 12:18:20-05:00,0.5267,0.216,0.0,0.784,98
Fox News,-,".@RepAndyBiggsAZ: “I think that there’s a Constitutional authority for the President to pardon himself, I think it… https://t.co/sVCyBqmyQz",2018-06-04 12:10:55-05:00,0.3818,0.205,0.0,0.795,99
Fox News,-,Iraq War vet saves Wyoming trooper from man who was attacking him on highway https://t.co/b9ahOPWgf8,2018-06-04 11:59:07-05:00,-0.7845,0.0,0.347,0.653,100
The New York Times,-,"Latinos make up 34% of California’s adult population, but they account for just 18% of likely voters. Democrats hop… https://t.co/60JlXxZH7Y",2018-06-04 21:15:08-05:00,0.0,0.0,0.0,1.0,1
The New York Times,-,"Nearly 3 in 4 adults say teachers’ salaries are too low — a sentiment that crosses party lines, even if raises mean… https://t.co/C91YoTyFQU",2018-06-04 21:02:05-05:00,0.1531,0.124,0.096,0.78,2
The New York Times,Katie Rogers,RT @katierogers: The East Wing has made it pretty clear how the First Lady feels: “Mrs. Trump has always been a strong and independent woma…,2018-06-04 20:47:06-05:00,0.8442,0.302,0.0,0.698,3
The New York Times,-,Saudi Arabia issued its first drivers licenses to first 10 women as lifting of long standing ban approaches https://t.co/x5tvdtgeMg,2018-06-04 20:32:06-05:00,-0.5574,0.0,0.167,0.833,4
The New York Times,-,"In court documents, prosecutors working for the special counsel, Robert Mueller, said that Manafort tried to contac… https://t.co/IpXJ8IkOfk",2018-06-04 20:17:00-05:00,0.4019,0.137,0.0,0.863,5
The New York Times,-,"Breaking News: Paul Manafort, President Trump's former campaign chairman, tried to tamper with witnesses in the cas… https://t.co/s1IyXFbx8c",2018-06-04 20:05:10-05:00,0.0,0.0,0.0,1.0,6
The New York Times,-,Evening Briefing: Here's what you need to know at the end of the day https://t.co/eMGjN4rIZ0,2018-06-04 20:02:03-05:00,0.0,0.0,0.0,1.0,7
The New York Times,Michael Cooper,"RT @coopnytimes: The @DallasSymphony will commission 20 new works over the course of a decade, at least half from women, Fabio Luisi, its n…",2018-06-04 19:47:06-05:00,0.0,0.0,0.0,1.0,8
The New York Times,-,Howard Schultz is stepping away from Starbucks and ending a storied run that took the coffee chain from a handful o… https://t.co/eIyvOFdv7W,2018-06-04 19:32:05-05:00,0.0,0.0,0.0,1.0,9
The New York Times,-,"Chile will become the first nation in the Americas to ban retail businesses from using plastic bags, an initiative… https://t.co/e35brq0Ug5",2018-06-04 19:17:02-05:00,-0.5574,0.0,0.159,0.841,10
The New York Times,-,The 25 best American plays of the last 25 years https://t.co/pr6QSV042T https://t.co/5UJnYKoPvu,2018-06-04 19:03:05-05:00,0.7351,0.383,0.0,0.617,11
The New York Times,NYT Sports,"RT @NYTSports: Eagles owner Jeffrey Lurie called Trump's presidency ""disastrous"" at an NFL meeting last fall: https://t.co/BcErB2TQIx",2018-06-04 18:53:03-05:00,0.0,0.0,0.0,1.0,12
The New York Times,-,"President Trump appears to have disinvited the Super Bowl-champion Philadelphia Eagles, who were scheduled to visit… https://t.co/trVnLRJ9jw",2018-06-04 18:47:01-05:00,0.5994,0.196,0.0,0.804,13
The New York Times,NYT Sports,RT @NYTSports: President Trump seems to have disinvited the Eagles from their White House visit tomorrow: https://t.co/MaqNqsgwOT,2018-06-04 18:36:01-05:00,0.0,0.0,0.0,1.0,14
The New York Times,-,President Trump's team repeatedly pushed a false story line to deflect questions about a meeting with a Kremlin-tie… https://t.co/BlCGVF7IAS,2018-06-04 18:32:03-05:00,0.0,0.0,0.0,1.0,15
The New York Times,NYT Graphics,"RT @nytgraphics: The numbers that explain why teachers are in revolt:
https://t.co/H4M7aGkFLJ https://t.co/HWGrNHYXYq",2018-06-04 18:17:06-05:00,0.0,0.0,0.0,1.0,16
The New York Times,-,The whale washed ashore with nearly 18 pounds of plastic in its stomach. Veterinarians had tried to save its life a… https://t.co/SvSk9YTKQN,2018-06-04 18:02:04-05:00,0.4939,0.132,0.0,0.868,17
The New York Times,-,Evening Briefing: Here's what you need to know at the end of the day https://t.co/uYW9A7wjuv,2018-06-04 17:47:06-05:00,0.0,0.0,0.0,1.0,18
The New York Times,-,"Howard Schultz took Starbucks from a few stores in the 1980s to 28,000 today. It wasn't always smooth sailing. Here… https://t.co/ZsR2F5K3cL",2018-06-04 17:32:06-05:00,0.0,0.0,0.0,1.0,19
The New York Times,-,Will Democrats be able to flip several House seats in California? Follow updates about Tuesday's primary election. https://t.co/PKp4GuseC0,2018-06-04 17:15:09-05:00,0.0,0.0,0.0,1.0,20
The New York Times,-,"On Broadway, they’re the Plastics. During their real-life high school years, not so much. https://t.co/gFpz40AH37",2018-06-04 17:02:06-05:00,0.0,0.0,0.0,1.0,21
The New York Times,NYT Opinion,"RT @nytopinion: Get arguments and opinions on the social, political and economic issues around the World Cup, for football buffs and fair-w…",2018-06-04 16:47:05-05:00,-0.4019,0.0,0.114,0.886,22
